X,Y,osm_id,osm_type,completeness,is_in_health_zone,amenity,speciality,addr_street,operator,water_source,changeset_id,insurance,staff_doctors,contact_number,uuid,electricity,opening_hours,operational_status,source,is_in_health_area,health_amenity_type,changeset_version,emergency,changeset_timestamp,addr_housenumber,addr_postcode,addr_city,name,staff_nurses,changeset_user,wheelchair,beds,url,dispensing,healthcare,operator_type
15.3426498448678,-4.33327751751645,6039085862,node,9,,pharmacy,,,,,65327896,,,,5968acb4b67c4463ac09abebda4950e9,,,,,,,5,,2018/12/09 23:59:56,,,,Mwena,,Bobo Jean de dieu,,,,,,
29.0307379447713,-0.221755024526374,6374000286,node,15,,doctors,,,,,90493768,,,,724e418557fa40bb8255abbe973a6446,,,,UE-CIG,,,6,,2020/09/06 21:23:19,,,,CSR KATOLO,,clairedelune,,,,,centre,
,,439323978,way,9,,clinic,,,,,57478467,,,,60bf772ecfb24e85a37491de8cc6a8cc,,,,,,,2,,2018/03/24 09:22:09,,,,Maternité de Malandi,,Tonton Luwamo,,,,,,
,,787538378,way,12,,hospital,,,,,85207923,,,,8d02a18f3ba244db9055cf2e718e15ee,,,,,,,3,,2020/05/14 14:49:49,,,,Centenaire,,Jcasas1,,,,,hospital,
,,765558903,way,12,,clinic,,,,,79881577,,,,5e39fc76b57c4eac81d9dff0406c92e9,,,,MSFsurvey,,,1,,2020/01/21 23:51:56,,,,Centre Médical Marita Malkia was Amani,,GurdieJ,,,,,,
,,700163561,way,18,,doctors,,Mashala,,,73195983,,,,6becf58b753e46f5999f427dd5ef0f72,,,,,,,3,,2019/08/09 14:14:10,1,,kinshasa,Dieu Merci médical center,,Her21,,,,,,
15.3541730338937,-4.40035277565318,6581620168,node,18,,pharmacy,,Matondo,,,72818484,,,,3a182c05d20343b4b0813d77f58acb55,,,,,,,4,,2019/07/30 15:29:08,2,,Kinshasa,Rusa Phar,,Kimpembe,,,,,,
,,734799078,way,6,,hospital,,,,,75718473,,,,0f5f7fdaf1ca4da4ad2b845166907142,,,,,,,1,,2019/10/15 12:13:50,,,,,,kariboo,,,,,,
29.3602999606804,0.02684199767819,6374102859,node,15,,doctors,,,,,90452423,,,,9f137d78752e4402a3de924ffbe9f94b,,,,UE-CIG,,,5,,2020/09/05 12:51:52,,,,Poste de Santé Kirungo,,Muluba,,,,,nurse,
29.3028682497829,0.140663297451653,6374099344,node,12,,doctors,,,,,91578626,,,,deec23bf26514327bf86bd7dab22982c,,,,,,,6,,2020/09/27 11:01:16,,,,Poste de Santé Polepole,,HiddeWie,,,,,nurse,
15.3603672603389,-4.39298885462009,6293491372,node,18,,doctors,,8ème rue,,,90429110,,,,c1df9fe395d04ebc912568bca1768faa,,,,,,,6,,2020/09/04 18:33:46,5,,Kinshasa,Centre de Santé Ndongola,,clairedelune,,,,,,
18.2664267347766,0.05465206276051,5640517134,node,15,,doctors,,,,,90494782,,,,01c0b60d330e4be3b06018aed2fdfba7,,,,"MSF;survey",,,4,,2020/09/06 22:30:23,,,,CMS PSM,,clairedelune,,,,,,government
29.3226999165105,0.11918299418889,6374102491,node,15,,doctors,,,,,90452423,,,,eb591b144d7644b3b84ebecd6ccd1220,,,,OMS-DSNIS,,,5,,2020/09/05 12:51:52,,,,Poste de Santé Kasesa,,Muluba,,,,,nurse,
15.2910804370499,-4.31699131201225,5499358551,node,15,,doctors,,,,,80767682,,,,9088caf1d1d74fbf8b97ea0445fa543b,,,,,,,2,,2020/02/10 00:21:34,,,,Cabinet Dr Yanga,,SerV,yes,,,,doctor,
28.8832291894103,-1.58013346126282,7856582577,node,12,,health_post,,,,,90119356,,,,085d63ebed6f443eb758793d8c39bb80,,,,,,,1,,2020/08/29 13:07:54,,,,Tradi Praticien Sezirahiga,,Muluba,,,,,alternative,
15.316391353882,-4.40534822230651,6583749524,node,18,,pharmacy,,Avenue de l'Université,,,71815819,,,,e3993fb0384e4699befc918541d686d1,,,,,,,1,,2019/07/02 10:25:40,15,,Kinshasa,Pharmacie communautaire,,Linard L,,,,,,
,,700160159,way,12,,pharmacy,,,,,72130184,,,,836db9468c5d43a7876ca44260a7f30a,,,,,,,2,,2019/07/11 11:11:46,,,Kinshasa,La grace,,vick25,,,,,,
,,677084233,way,15,,doctors,,Banana,,,90429110,,,,50b516bd222e4e628a11e7d85c52b357,,,,,,,4,,2020/09/04 18:33:46,,,Kinshasa,Centre de Santé de la Croix Rouge,,clairedelune,,,,,,
23.4403251963392,1.93329707349568,4123406846,node,9,,doctors,,,,,91135675,,,,e62574d19420480ab9cd66f90c9d7666,,,,,,,2,,2020/09/18 22:45:01,,,,Centre de Santé Yakapko,,clairedelune,,,,,,
,,676553372,way,15,,pharmacy,,Avenue Kikumbi,,,72818092,,,,1594a886d9ec454193b584f2ae2c784b,,,,,,,3,,2019/07/30 15:20:55,,,kinshasa,Pharma Lola,,Her21,,,,,,
30.8211616644056,3.27032822777275,7375058131,node,9,,doctors,,,,,83191483,,,,05c2fa86113b45efadea9137cb04ebf6,,,,,,,1,,2020/04/07 10:34:40,,,,Centre de santé Rogale,,JackBeni,,,,,,
15.3784426668945,-4.41397973855655,6575079004,node,15,,doctors,,Direction Amba,,,90429110,,,,547fae0c78124a76af4f78e47b528ad1,,,,,,,4,,2020/09/04 18:33:46,,,kinshasa,Centre de Santé la Paix,,clairedelune,,,,,,
29.3774416232226,0.082618282698945,6374000512,node,15,,doctors,,,,,83330774,,,,ef80f0074d824542a35e043c7bd02c6e,,,,DSNIS-OMS,,,6,,2020/04/09 23:17:28,,,,CS KIGHALI,,clairedelune,,,,,centre,
29.2331599844023,-0.235425070412049,6374000287,node,15,,doctors,,,,,90493768,,,,1fd607272bb44aa5929e0c46fd47b860,,,,OMS-DSNIS,,,6,,2020/09/06 21:23:19,,,,CSR KASIMA,,clairedelune,,,,,centre,
29.2317793173116,-1.67906992592364,6123511440,node,12,,clinic,,,,,65270154,,,,00e4d410617841b3a9fb2c03931b322b,,,,MSFsurvey,,,1,,2018/12/07 14:31:03,,,,Centre de santé Murara,,Jorieke V,,,,,,
29.4056829372231,0.32676694507029,6373999475,node,15,,doctors,,,,,90434028,,,,c1b0bf418a1c4e1d9e474f53021a83a1,,,,UE-CIG,,,8,,2020/09/04 21:53:14,,,,Poste de Santé Mukondi,,clairedelune,,,,,doctor,
15.3404759982798,-4.40747295094198,6293492148,node,18,,doctors,,Avenue Sukama,,,90429110,,,,88dce5c1a88e49ffa7f721f0bfb8514f,,,,,,,5,,2020/09/04 18:33:46,48,,Kinshasa,Centre de Santé Glorianne 2,,clairedelune,,,,,,
29.0849370908909,-4.063099441573,5373318171,node,15,,clinic,,,,,56552686,,,,026a6b014c814e1cb97eadb2a695e780,,,,MSFsurvey,,,2,,2018/02/21 15:16:50,,,,Centre de santé de Kalundja,,Jorieke V,,,,,,public
29.4358065752194,0.501313959869407,7865251530,node,9,,,,,,,90295566,,,,8d5f1f9fceb54c4bb7bb7ea123c17f32,,,,,,,2,,2020/09/02 10:05:59,,,,Laboratoire Duviac,,Muluba,,,,,laboratory,
29.2388716646819,-0.156453377101172,6374102821,node,15,,doctors,,,,,90493768,,,,3919ec61624f42998763e5d5c525a67c,,,,OMS-DSNIS,,,4,,2020/09/06 21:23:19,,,,PS KAVETYA,,clairedelune,,,,,doctor,
28.9784817238073,-1.52919085216419,7856582539,node,12,,health_post,,,,,90119356,,,,7eee275a36bc4828ad22c358fcc93066,,,,,,,1,,2020/08/29 13:07:54,,,,Tradi Praticien Serugendo,,Muluba,,,,,alternative,
29.3245054622731,0.140114785707965,7856582540,node,12,,health_post,,,,,90119356,,,,2759e115a7e046b8b06d05958d262806,,,,,,,1,,2020/08/29 13:07:54,,,,Tradi Praticien Boite de Sécour,,Muluba,,,,,alternative,
28.8844516899882,-1.69184050977978,7383140796,node,9,,doctors,,,,,83330774,,,,9be8e14c104d40d68eedb9e5807581f6,,,,,,,2,,2020/04/09 23:17:28,,,,Centre medical Rurihose,,clairedelune,,,,,,
27.4997946456982,-11.6894361538975,2833517045,node,9,,clinic,,,,,22103008,,,,e4d82045f6884014841c41fe01ed0f17,,,,,,,1,,2014/05/03 12:06:35,,,,Centre Theurapeutique Eden,,Derick Rethans,,,,,,
29.2320417547,-1.67068022758019,6374000326,node,15,,doctors,,,,,83330774,,,,f1fe2d3a08854d4394c84d7f08ae7450,,,,MSF,,,6,,2020/04/09 23:17:28,,,,CS SHIRIKA LA UMOJA (Handicap?® Physique),,clairedelune,,,,,centre,
,,698887816,way,12,,hospital,,,,,71479479,,,,bfc7f99d0e564f53b5ab30c73b0c1874,,,,,,,1,,2019/06/21 12:21:20,,,,Hôpital Saint Luc de Kisantu,,RudolpheDeer,,,,,hospital,
29.4573749722845,0.50160598537596,6374100717,node,15,,doctors,,,,,90467846,,,,f04d156cbac84b99aa42c5fba8012ac6,,,,OFDA,,,6,,2020/09/06 02:04:35,,,,TRADI YAKOUBI PHYTO,,clairedelune,,,,,doctor,
,,677007733,way,15,,hospital,,Inga,,,76108235,,,,c421d067dce14309a5c2c45ddd74074c,,,,,,,4,,2019/10/23 14:13:45,1,,,Centre Médical Stella,,vick25,,,,,,
,,637808401,way,15,,hospital,,,,,63860712,,,,c21889e345ae4ea3a97900216bbbf0de,,,,,,,1,,2018/10/25 09:24:07,,,Kindu,Hôpital Général de Référence de Kindu/HGR,,Johnson Ngoy,,,,,hospital,
,,791821784,way,12,,hospital,,,,,94407859,,,,add868bd2bf44fb88ed4c11396389ab9,,,,,,,4,,2020/11/19 04:35:17,,,,Hôpital Général de Référence de Bukama,,kartonage,,,,,hospital,
23.4433102435164,-7.01024264677761,6426142949,node,12,,clinic,,,,,69531843,,,,02e5891fda684197bc788cbf4ccc81a6,,,,,,,1,,2019/04/24 15:58:27,,,,Hôpital Saint Louis,,Bobby_KABANDA,,,,,clinic,
28.8839339398291,-4.15159180342252,5342581530,node,12,,pharmacy,,,,,55488109,,,,04c0ced811954a8eac9e51b862a1529d,,,,MSFsurvey,,,1,,2018/01/16 09:59:08,,,,Pharmacie Mukerenge phar,,Puxan,,,,,,
29.2711329394445,-0.023137027831609,6374102886,node,15,,doctors,,,,,90452423,,,,c94bcf27b6c2444cbc16fbc272db7f08,,,,UE-CIG,,,5,,2020/09/05 12:51:52,,,,Poste de Santé Kasoko,,Muluba,,,,,nurse,
,,683184361,way,12,,hospital,,,,,85265946,,,,d8b0e8d6423745e6831a613bf58c848b,,,,,,,2,,2020/05/15 14:02:51,,,,Centre santé MIDIMA,,Jcasas1,,,,,hospital,
,,608917162,way,9,,doctors,,,,,90429110,,,,5dd27cf0a4b44820ab4cf8b86c8e70db,,,,,,,3,,2020/09/04 18:33:46,,,,centre de santé et maternité Ste Marie,,clairedelune,,,,,,
29.3021999606429,0.322429980730249,6374102786,node,15,,doctors,,,,,90433132,,,,4bbc55dce23b4157a5eff3c801ab11dd,,,,DSNIS-OMS,,,6,,2020/09/04 21:08:51,,,,Tradi Abigael,,clairedelune,,,,,doctor,
29.2098919888307,0.03172898250449,6374102862,node,15,,doctors,,,,,90452423,,,,10875e0de724456cb614d439f87f7d43,,,,UE-CIG,,,5,,2020/09/05 12:51:52,,,,Poste de Santé Kasinga,,Muluba,,,,,nurse,
28.8819461714915,-4.15395055479459,5375092775,node,15,,clinic,,,,,56552686,,,,ea3332b9296b4d62975f5e845255b66d,,,,MSFsurvey,,,2,,2018/02/21 15:16:53,,,,Centre de santé de Mukera,,Jorieke V,,,,,,public
28.5181357830345,-4.4639890227368,3752453331,node,9,,doctors,,,,,34154936,,,,aa18986d8cab4a19b570572a53917da8,,,,,,,1,,2015/09/21 07:13:55,,,,Centre de Santé de Namukala,,clairedelune,,,,,,
29.2978649241406,0.148154958689105,6374102377,node,15,,doctors,,,,,90452423,,,,5e87cb0a9a8c4d89a6618f70edfec25e,,,,OMS-DSNIS,,,5,,2020/09/05 12:51:52,,,,Poste de Santé La Grâce Divine,,Muluba,,,,,nurse,
,,700153952,way,15,,doctors,,Nzundu,,,90429110,,,,c35f139ade23493f97201ea9a711a469,,,,,,,5,,2020/09/04 18:33:46,,,Kinshasa,Centre de santé Le Doyen,,clairedelune,,,,,,
29.1789349382019,-0.567051716710864,7856582513,node,12,,health_post,,,,,90119356,,,,340d3d5209e744a6bef8a74445dcf97a,,,,,,,1,,2020/08/29 13:07:54,,,,Tradi Praticien Nzirapanda,,Muluba,,,,,alternative,
29.397008924724,-0.06834800772117,6374000520,node,15,,doctors,,,,,83330774,,,,b03ae1cd2d1749c1a9d1b45a0d9b395c,,,,UE-CIG,,,6,,2020/04/09 23:17:28,,,,CS KASONGWERE,,clairedelune,,,,,centre,
,,677055071,way,18,,doctors,,Avenue Bobongo,,,90429110,,,,2ab23c4deb2245abb1f4c8e2d7c6bf1f,,,,,,,5,,2020/09/04 18:33:46,3,,Kinshasa,Centre de Santé Bon Berger,,clairedelune,,,,,,
28.9603362445412,-1.71860250168928,7853742208,node,12,,health_post,,,,,90119356,,,,8a162409c34f44eb8d052a51cb5eea80,,,,,,,2,,2020/08/29 13:07:54,,,,Tradi Praticien Kabara,,Muluba,,,,,alternative,
29.1482659735852,-0.032344548467705,6374000367,node,15,,doctors,,,,,90493768,,,,997727fd5aca4b4983c69556a7fb642e,,,,UE-CIG,,,8,,2020/09/06 21:23:19,,,,CS MASUMO,,clairedelune,,,,,centre,
28.921134921589,0.097954986211647,6374102929,node,15,,doctors,,,,,90493768,,,,b974741c72614647a041c6ed25d967ee,,,,OMS-DSNIS,,,4,,2020/09/06 21:23:19,,,,PS MAMBENA,,clairedelune,,,,,doctor,
29.4955249531217,1.35171821888721,8014547596,node,9,,hospital,,,,,93115902,,,,6f90fe1bb11f4659b61004148800ac66,,,,,,,3,,2020/10/27 11:04:32,,,,Hôpital Général de Référence Lolwa,,clairedelune,,,,,,
15.324447117203,-4.4249731074828,6557833154,node,18,,clinic,,Kingundi,,,72818821,,,,c1f48d7774274a0e91a0458cf3347f82,,,,,,,2,,2019/07/30 15:37:50,31,,kinshasa,Centre Médical El Shadai,,Her21,,,,,,
29.317822989968,-0.143555053040672,6374000336,node,15,,doctors,,,,,90493768,,,,84d812c67f3944ab9c9e10b078f97918,,,,UE-CIG,,,7,,2020/09/06 21:23:19,,,,CS NYABILI,,clairedelune,,,,,centre,
29.3383999755258,0.127799925927377,6374102486,node,15,,doctors,,,,,90452423,,,,f3cbee76be2443beb5bc12b3fd83c0af,,,,OMS-DSNIS,,,5,,2020/09/05 12:51:52,,,,Poste de Santé Kyaghala PRONOMEKO,,Muluba,,,,,nurse,
28.8595964972316,-2.5166404015354,7862014901,node,9,,clinic,,,,,90196999,,,,d795d84d5a524219be3fb08f349c5ddb,,,,,,,1,,2020/08/31 14:18:42,,,,Clinique Bukavu,,Muluba,,,,,,
28.8691853944621,-1.54790361863712,7853712860,node,12,,health_post,,,,,90086309,,,,936e0c5f4af34247a07c5d560891b187,,,,,,,1,,2020/08/28 14:05:51,,,,Tradi Praticien Byatsi,,Muluba,,,,,alternative,
29.3497599688968,0.332099930964432,6374102830,node,15,,doctors,,,,,90434838,,,,faf63a973e424877b3dd555a27c60f24,,,,DSNIS-OMS,,,6,,2020/09/04 22:39:14,,,,Poste de Santé Kyavisogho,,clairedelune,,,,,doctor,
29.3173819342231,0.12517446239633,6374000511,node,15,,doctors,,,,,90652239,,,,fc3d5328f1904e6386839fb55efe5317,,,,OMS-DSNIS,,,8,,2020/09/09 14:29:41,,,,Centre de Santé Kihinga,,Muluba,,,,,centre,
15.3162821376836,-4.41133491282918,6581489639,node,18,,pharmacy,,Université,,,72912445,,,,cbbfee427397484bba108c256789a670,,,,,,,4,,2019/08/01 19:25:11,65,,Kinshasa,Roche Frappe,,Never Fallen,,,,,,
29.2946169366609,0.140399938053946,6374102956,node,15,,clinic,,,,,90493768,,,,51a0968a387a4b899f57b2599cdc7998,,,,OMS-DSNIS,,,5,,2020/09/06 21:23:19,,,,CLIN PEDIATRIQUE,,clairedelune,,,,,clinic,
29.2303449222215,-1.66086300730723,6374100746,node,15,,health_post,,,,,91578796,,,,ee65f3c5abb84fe695d373caf238e966,,,,"""OMS""",,,7,,2020/09/27 11:07:40,,,,TRADI CAMEN DIEU EST BON,,HiddeWie,,,,,alternative,
25.8557840828612,-3.2201273322801,5083621634,node,9,,clinic,,,,,51782652,,,,db62d191da7a4735b389542ef9a0c39e,,,,,,,2,,2017/09/06 13:38:57,,,,RS Amisi,,pjstewart1984,,,,,,
,,700140797,way,18,,doctors,,Lutalana,,,90429110,,,,416c8cc4699b4e28a77c92bca8a171eb,,,,,,,6,,2020/09/04 18:33:46,54,,Kinshasa,Centre de Santé Yenge zola,,clairedelune,,,,,,
29.2128782932934,0.002263240088297,6374102884,node,15,,doctors,,,,,90452423,,,,0c46bd2547184d62be405e5a30f24a1e,,,,OMS-DSNIS,,,5,,2020/09/05 12:51:52,,,,Poste de Santé Visaravwe,,Muluba,,,,,nurse,
29.2941281878868,0.150556457767351,6373999483,node,15,,doctors,,,,,90652239,,,,d1a4d8711aa84098a05b9845fa26326b,,,,OMS-DSNIS,,,8,,2020/09/09 14:29:41,,,,Centre Hospitalier Kivika,,Muluba,,,,,centre,
29.1811399654698,0.258799936254945,6374102574,node,15,,doctors,,,,,90444455,,,,0d474116cc514894be59abc2b8714d32,,,,DSNIS-OMS,,,7,,2020/09/05 09:24:43,,,,Poste de Santé Gazed,,Muluba,,,,,nurse,
,,783572548,way,15,,hospital,,,,,82478385,,,,c4d8e3a8542d4277b421e72e45d151e2,,,,,,,1,,2020/03/22 09:56:06,,,Lemba,Cliniques universitaires de Kinshasa,,RudolpheDeer,,,,,hospital,
,,698269797,way,18,,pharmacy,,Voie Férée,,,72769498,,,,3073a00bd8d8431bb46b473a1655abc2,,,,,,,2,,2019/07/29 12:56:49,14,,kinshasa,Merdi Pharma,,Her21,,,,,,
,,677103342,way,18,,pharmacy,,Avenue Lubaki,,,71887561,,,,a6ca615fa9e74cf385f8596a21c0857b,,,,,,,3,,2019/07/04 08:46:54,14,,Kinshasa,Pharmacie Jehovah Rapha,,vick25,,,,,,
29.2975169913399,0.146299959697785,6374102374,node,15,,doctors,,,,,90452423,,,,64408c32031c4bf197fe3c67fe318b56,,,,OMS-DSNIS,,,5,,2020/09/05 12:51:52,,,,Poste de Santé Tulizo Letu,,Muluba,,,,,nurse,
,,792145017,way,12,,hospital,,,,,85777969,,,,250d8eae34cd41fa9bf307d6ce59ce0a,,,,,,,2,,2020/05/26 15:25:16,,,,Hôpital de Kirotshe,,Jcasas1,,,,,hospital,
,,596634685,way,18,,pharmacy,,Kisantu,,,71395684,,,,51caf9453aee430086eee65be1b4232e,,,,,,,2,,2019/06/19 10:13:25,10,,Kinshasa,La Bénédiction Pharma,,vick25,,,,,,
